"UnderAttack","_availability","_confidentiality","_integrity","tick"
"true","false","true","true",131.0
"false","true","true","true",131.0
"false","true","true","true",131.0
"false","true","true","true",131.0
"false","true","true","true",132.0
"false","true","true","true",132.0
"false","true","true","true",132.0
"false","true","true","true",132.0
"false","true","true","true",132.0
"false","true","true","true",132.0
"false","true","true","true",132.0
"false","true","true","true",132.0
"false","true","true","true",132.0
"false","true","true","true",132.0
"false","true","true","true",132.0
"true","false","true","true",132.0
"false","true","true","true",132.0
"false","true","true","true",132.0
"false","true","true","true",132.0
"false","true","true","true",133.0
"false","true","true","true",133.0
"false","true","true","true",133.0
"false","true","true","true",133.0
"false","true","true","true",133.0
"false","true","true","true",133.0
"false","true","true","true",133.0
"false","true","true","true",133.0
"false","true","true","true",133.0
"false","true","true","true",133.0
"false","true","true","true",133.0
"true","false","true","true",133.0
"false","true","true","true",133.0
"false","true","true","true",133.0
"false","true","true","true",133.0
"false","true","true","true",134.0
"false","true","true","true",134.0
"false","true","true","true",134.0
"false","true","true","true",134.0
"false","true","true","true",134.0
"false","true","true","true",134.0
"false","true","true","true",134.0
"false","true","true","true",134.0
"false","true","true","true",134.0
"false","true","true","true",134.0
"false","true","true","true",134.0
"true","false","true","true",134.0
"false","true","true","true",134.0
"false","true","true","true",134.0
"false","true","true","true",134.0
"false","true","true","true",135.0
"false","true","true","true",135.0
"false","true","true","true",135.0
"false","true","true","true",135.0
"false","true","true","true",135.0
"false","true","true","true",135.0
"false","true","true","true",135.0
"false","true","true","true",135.0
"false","true","true","true",135.0
"false","true","true","true",135.0
"false","true","true","true",135.0
"true","false","true","true",135.0
"false","true","true","true",135.0
"false","true","true","true",135.0
"false","true","true","true",135.0
"false","true","true","true",136.0
"false","true","true","true",136.0
"false","true","true","true",136.0
"false","true","true","true",136.0
"false","true","true","true",136.0
"false","true","true","true",136.0
"false","true","true","true",136.0
"false","true","true","true",136.0
"false","true","true","true",136.0
"false","true","true","true",136.0
"false","true","true","true",136.0
"true","false","true","true",136.0
"false","true","true","true",136.0
"false","true","true","true",136.0
"false","true","true","true",136.0
"false","true","true","true",137.0
"false","true","true","true",137.0
"false","true","true","true",137.0
"false","true","true","true",137.0
"false","true","true","true",137.0
"false","true","true","true",137.0
"false","true","true","true",137.0
"false","true","true","true",137.0
"false","true","true","true",137.0
"false","true","true","true",137.0
"false","true","true","true",137.0
"true","false","true","true",137.0
"false","true","true","true",137.0
"false","true","true","true",137.0
"false","true","true","true",137.0
"false","true","true","true",138.0
"false","true","true","true",138.0
"false","true","true","true",138.0
"false","true","true","true",138.0
"false","true","true","true",138.0
"false","true","true","true",138.0
"false","true","true","true",138.0
"false","true","true","true",138.0
"false","true","true","true",138.0
"false","true","true","true",138.0
"false","true","true","true",138.0
"true","false","true","true",138.0
"false","true","true","true",138.0
"false","true","true","true",138.0
"false","true","true","true",138.0
"false","true","true","true",139.0
"false","true","true","true",139.0
"false","true","true","true",139.0
"false","true","true","true",139.0
"false","true","true","true",139.0
"false","true","true","true",139.0
"false","true","true","true",139.0
"false","true","true","true",139.0
"false","true","true","true",139.0
"false","true","true","true",139.0
"false","true","true","true",139.0
"true","false","true","true",139.0
"false","true","true","true",139.0
"false","true","true","true",139.0
"false","true","true","true",139.0
"false","true","true","true",140.0
"false","true","true","true",140.0
"false","true","true","true",140.0
"false","true","true","true",140.0
"false","true","true","true",140.0
"false","true","true","true",140.0
"false","true","true","true",140.0
"false","true","true","true",140.0
"false","true","true","true",140.0
"false","true","true","true",140.0
"false","true","true","true",140.0
"true","false","true","true",140.0
"false","true","true","true",140.0
"false","true","true","true",140.0
"false","true","true","true",140.0
"false","true","true","true",141.0
"false","true","true","true",141.0
"false","true","true","true",141.0
"false","true","true","true",141.0
"false","true","true","true",141.0
"false","true","true","true",141.0
"false","true","true","true",141.0
"false","true","true","true",141.0
"false","true","true","true",141.0
"false","true","true","true",141.0
"false","true","true","true",141.0
"true","false","true","true",141.0
"false","true","true","true",141.0
"false","true","true","true",141.0
"false","true","true","true",141.0
"false","true","true","true",142.0
"false","true","true","true",142.0
"false","true","true","true",142.0
"false","true","true","true",142.0
"false","true","true","true",142.0
"false","true","true","true",142.0
"false","true","true","true",142.0
"false","true","true","true",142.0
"false","true","true","true",142.0
"false","true","true","true",142.0
"false","true","true","true",142.0
"true","false","true","true",142.0
"false","true","true","true",142.0
"false","true","true","true",142.0
"false","true","true","true",142.0
"false","true","true","true",143.0
"false","true","true","true",143.0
"false","true","true","true",143.0
"false","true","true","true",143.0
"false","true","true","true",143.0
"false","true","true","true",143.0
"false","true","true","true",143.0
"false","true","true","true",143.0
"false","true","true","true",143.0
"false","true","true","true",143.0
"false","true","true","true",143.0
"true","false","true","true",143.0
"false","true","true","true",143.0
"false","true","true","true",143.0
"false","true","true","true",143.0
"false","true","true","true",144.0
"false","true","true","true",144.0
"false","true","true","true",144.0
"false","true","true","true",144.0
"false","true","true","true",144.0
"false","true","true","true",144.0
"false","true","true","true",144.0
"false","true","true","true",144.0
"false","true","true","true",144.0
"false","true","true","true",144.0
"false","true","true","true",144.0
"true","false","true","true",144.0
"false","true","true","true",144.0
"false","true","true","true",144.0
"false","true","true","true",144.0
"false","true","true","true",145.0
"false","true","true","true",145.0
"false","true","true","true",145.0
"false","true","true","true",145.0
"false","true","true","true",145.0
"false","true","true","true",145.0
"false","true","true","true",145.0
"false","true","true","true",145.0
"false","true","true","true",145.0
"false","true","true","true",145.0
"false","true","true","true",145.0
"true","false","true","true",145.0
"false","true","true","true",145.0
"false","true","true","true",145.0
"false","true","true","true",145.0
"false","true","true","true",146.0
"false","true","true","true",146.0
"false","true","true","true",146.0
"false","true","true","true",146.0
"false","true","true","true",146.0
"false","true","true","true",146.0
"false","true","true","true",146.0
"false","true","true","true",146.0
"false","true","true","true",146.0
"false","true","true","true",146.0
"false","true","true","true",146.0
"true","false","true","true",146.0
"false","true","true","true",146.0
"false","true","true","true",146.0
"false","true","true","true",146.0
"false","true","true","true",147.0
"false","true","true","true",147.0
"false","true","true","true",147.0
"false","true","true","true",147.0
"false","true","true","true",147.0
"false","true","true","true",147.0
"false","true","true","true",147.0
"false","true","true","true",147.0
"false","true","true","true",147.0
"false","true","true","true",147.0
"false","true","true","true",147.0
"true","false","true","true",147.0
"false","true","true","true",147.0
"false","true","true","true",147.0
"false","true","true","true",147.0
"false","true","true","true",148.0
"false","true","true","true",148.0
"false","true","true","true",148.0
"false","true","true","true",148.0
"false","true","true","true",148.0
"false","true","true","true",148.0
"false","true","true","true",148.0
"false","true","true","true",148.0
"false","true","true","true",148.0
"false","true","true","true",148.0
"false","true","true","true",148.0
"true","false","true","true",148.0
"false","true","true","true",148.0
"false","true","true","true",148.0
"false","true","true","true",148.0
"false","true","true","true",149.0
"false","true","true","true",149.0
"false","true","true","true",149.0
"false","true","true","true",149.0
"false","true","true","true",149.0
"false","true","true","true",149.0
"false","true","true","true",149.0
"false","true","true","true",149.0
"false","true","true","true",149.0
"false","true","true","true",149.0
"false","true","true","true",149.0
"true","false","true","true",149.0
"false","true","true","true",149.0
"false","true","true","true",149.0
"false","true","true","true",149.0
"false","true","true","true",150.0
"false","true","true","true",150.0
"false","true","true","true",150.0
"false","true","true","true",150.0
"false","true","true","true",150.0
"false","true","true","true",150.0
"false","true","true","true",150.0
"false","true","true","true",150.0
"false","true","true","true",150.0
"false","true","true","true",150.0
"false","true","true","true",150.0
"true","false","true","true",150.0
"false","true","true","true",150.0
"false","true","true","true",150.0
"false","true","true","true",150.0
"false","true","true","true",151.0
"false","true","true","true",151.0
"false","true","true","true",151.0
"false","true","true","true",151.0
"false","true","true","true",151.0
"false","true","true","true",151.0
"false","true","true","true",151.0
"false","true","true","true",151.0
"false","true","true","true",151.0
"false","true","true","true",151.0
"false","true","true","true",151.0
"true","false","true","true",151.0
"false","true","true","true",151.0
"false","true","true","true",151.0
"false","true","true","true",151.0
"false","true","true","true",152.0
"false","true","true","true",152.0
"false","true","true","true",152.0
"false","true","true","true",152.0
"false","true","true","true",152.0
"false","true","true","true",152.0
"false","true","true","true",152.0
"false","true","true","true",152.0
"false","true","true","true",152.0
"false","true","true","true",152.0
"false","true","true","true",152.0
"true","false","true","true",152.0
"false","true","true","true",152.0
"false","true","true","true",152.0
"false","true","true","true",152.0
"false","true","true","true",153.0
"false","true","true","true",153.0
"false","true","true","true",153.0
"false","true","true","true",153.0
"false","true","true","true",153.0
"false","true","true","true",153.0
"false","true","true","true",153.0
"false","true","true","true",153.0
"false","true","true","true",153.0
"false","true","true","true",153.0
"false","true","true","true",153.0
"true","false","true","true",153.0
"false","true","true","true",153.0
"false","true","true","true",153.0
"false","true","true","true",153.0
"false","true","true","true",154.0
"false","true","true","true",154.0
"false","true","true","true",154.0
"false","true","true","true",154.0
"false","true","true","true",154.0
"false","true","true","true",154.0
"false","true","true","true",154.0
"false","true","true","true",154.0
"false","true","true","true",154.0
"false","true","true","true",154.0
"false","true","true","true",154.0
"true","false","true","true",154.0
"false","true","true","true",154.0
"false","true","true","true",154.0
"false","true","true","true",154.0
"false","true","true","true",155.0
"false","true","true","true",155.0
"false","true","true","true",155.0
"false","true","true","true",155.0
"false","true","true","true",155.0
"false","true","true","true",155.0
"false","true","true","true",155.0
"false","true","true","true",155.0
"false","true","true","true",155.0
"false","true","true","true",155.0
"false","true","true","true",155.0
"true","false","true","true",155.0
"false","true","true","true",155.0
"false","true","true","true",155.0
"false","true","true","true",155.0
"false","true","true","true",156.0
"false","true","true","true",156.0
"false","true","true","true",156.0
"false","true","true","true",156.0
"false","true","true","true",156.0
"false","true","true","true",156.0
"false","true","true","true",156.0
"false","true","true","true",156.0
"false","true","true","true",156.0
"false","true","true","true",156.0
"false","true","true","true",156.0
"true","false","true","true",156.0
"false","true","true","true",156.0
"false","true","true","true",156.0
"false","true","true","true",156.0
"false","true","true","true",157.0
"false","true","true","true",157.0
"false","true","true","true",157.0
"false","true","true","true",157.0
"false","true","true","true",157.0
"false","true","true","true",157.0
"false","true","true","true",157.0
"false","true","true","true",157.0
"false","true","true","true",157.0
"false","true","true","true",157.0
"false","true","true","true",157.0
"true","false","true","true",157.0
"false","true","true","true",157.0
"false","true","true","true",157.0
"false","true","true","true",157.0
"false","true","true","true",158.0
"false","true","true","true",158.0
"false","true","true","true",158.0
"false","true","true","true",158.0
"false","true","true","true",158.0
"false","true","true","true",158.0
"false","true","true","true",158.0
"false","true","true","true",158.0
"false","true","true","true",158.0
"false","true","true","true",158.0
"false","true","true","true",158.0
"true","false","true","true",158.0
"false","true","true","true",158.0
"false","true","true","true",158.0
"false","true","true","true",158.0
"false","true","true","true",159.0
"false","true","true","true",159.0
"false","true","true","true",159.0
"false","true","true","true",159.0
"false","true","true","true",159.0
"false","true","true","true",159.0
"false","true","true","true",159.0
"false","true","true","true",159.0
"false","true","true","true",159.0
"false","true","true","true",159.0
"false","true","true","true",159.0
"true","false","true","true",159.0
"false","true","true","true",159.0
"false","true","true","true",159.0
"false","true","true","true",159.0
"false","true","true","true",160.0
"false","true","true","true",160.0
"false","true","true","true",160.0
"false","true","true","true",160.0
"false","true","true","true",160.0
"false","true","true","true",160.0
"false","true","true","true",160.0
"false","true","true","true",160.0
"false","true","true","true",160.0
"false","true","true","true",160.0
"false","true","true","true",160.0
"true","false","true","true",160.0
"false","true","true","true",160.0
"false","true","true","true",160.0
"false","true","true","true",160.0
"false","true","true","true",161.0
"false","true","true","true",161.0
"false","true","true","true",161.0
"false","true","true","true",161.0
"false","true","true","true",161.0
"false","true","true","true",161.0
"false","true","true","true",161.0
"false","true","true","true",161.0
"false","true","true","true",161.0
"false","true","true","true",161.0
"false","true","true","true",161.0
"true","false","true","true",161.0
"false","true","true","true",161.0
"false","true","true","true",161.0
"false","true","true","true",161.0
"false","true","true","true",162.0
"false","true","true","true",162.0
"false","true","true","true",162.0
"false","true","true","true",162.0
"false","true","true","true",162.0
"false","true","true","true",162.0
"false","true","true","true",162.0
"false","true","true","true",162.0
"false","true","true","true",162.0
"false","true","true","true",162.0
"false","true","true","true",162.0
"true","false","true","true",162.0
"false","true","true","true",162.0
"false","true","true","true",162.0
"false","true","true","true",162.0
"false","true","true","true",163.0
"false","true","true","true",163.0
"false","true","true","true",163.0
"false","true","true","true",163.0
"false","true","true","true",163.0
"false","true","true","true",163.0
"false","true","true","true",163.0
"false","true","true","true",163.0
"false","true","true","true",163.0
"false","true","true","true",163.0
"false","true","true","true",163.0
"true","false","true","true",163.0
"false","true","true","true",163.0
"false","true","true","true",163.0
"false","true","true","true",163.0
"false","true","true","true",164.0
"false","true","true","true",164.0
"false","true","true","true",164.0
"false","true","true","true",164.0
"false","true","true","true",164.0
"false","true","true","true",164.0
"false","true","true","true",164.0
"false","true","true","true",164.0
"false","true","true","true",164.0
"false","true","true","true",164.0
"false","true","true","true",164.0
"true","false","true","true",164.0
"false","true","true","true",164.0
"false","true","true","true",164.0
"false","true","true","true",164.0
"false","true","true","true",165.0
"false","true","true","true",165.0
"false","true","true","true",165.0
"false","true","true","true",165.0
"false","true","true","true",165.0
"false","true","true","true",165.0
"false","true","true","true",165.0
"false","true","true","true",165.0
"false","true","true","true",165.0
"false","true","true","true",165.0
"false","true","true","true",165.0
"true","false","true","true",165.0
"false","true","true","true",165.0
"false","true","true","true",165.0
"false","true","true","true",165.0
"false","true","true","true",166.0
"false","true","true","true",166.0
"false","true","true","true",166.0
"false","true","true","true",166.0
"false","true","true","true",166.0
"false","true","true","true",166.0
"false","true","true","true",166.0
"false","true","true","true",166.0
"false","true","true","true",166.0
"false","true","true","true",166.0
"false","true","true","true",166.0
"true","false","true","true",166.0
"false","true","true","true",166.0
"false","true","true","true",166.0
"false","true","true","true",166.0
"false","true","true","true",167.0
"false","true","true","true",167.0
"false","true","true","true",167.0
"false","true","true","true",167.0
"false","true","true","true",167.0
"false","true","true","true",167.0
"false","true","true","true",167.0
"false","true","true","true",167.0
"false","true","true","true",167.0
"false","true","true","true",167.0
"false","true","true","true",167.0
"true","false","true","true",167.0
"false","true","true","true",167.0
"false","true","true","true",167.0
"false","true","true","true",167.0
"false","true","true","true",168.0
"false","true","true","true",168.0
"false","true","true","true",168.0
"false","true","true","true",168.0
"false","true","true","true",168.0
"false","true","true","true",168.0
"false","true","true","true",168.0
"false","true","true","true",168.0
"false","true","true","true",168.0
"false","true","true","true",168.0
"false","true","true","true",168.0
"true","false","true","true",168.0
"false","true","true","true",168.0
"false","true","true","true",168.0
"false","true","true","true",168.0
"false","true","true","true",169.0
"false","true","true","true",169.0
"false","true","true","true",169.0
"false","true","true","true",169.0
"false","true","true","true",169.0
"false","true","true","true",169.0
"false","true","true","true",169.0
"false","true","true","true",169.0
"false","true","true","true",169.0
"false","true","true","true",169.0
"false","true","true","true",169.0
"true","false","true","true",169.0
"false","true","true","true",169.0
"false","true","true","true",169.0
"false","true","true","true",169.0
"false","true","true","true",170.0
"false","true","true","true",170.0
"false","true","true","true",170.0
"false","true","true","true",170.0
"false","true","true","true",170.0
"false","true","true","true",170.0
"false","true","true","true",170.0
"false","true","true","true",170.0
"false","true","true","true",170.0
"false","true","true","true",170.0
"false","true","true","true",170.0
"true","false","true","true",170.0
"false","true","true","true",170.0
"false","true","true","true",170.0
"false","true","true","true",170.0
"false","true","true","true",171.0
"false","true","true","true",171.0
"false","true","true","true",171.0
"false","true","true","true",171.0
"false","true","true","true",171.0
"false","true","true","true",171.0
"false","true","true","true",171.0
"false","true","true","true",171.0
"false","true","true","true",171.0
"false","true","true","true",171.0
"false","true","true","true",171.0
"true","false","true","true",171.0
"false","true","true","true",171.0
"false","true","true","true",171.0
"false","true","true","true",171.0
"false","true","true","true",172.0
"false","true","true","true",172.0
"false","true","true","true",172.0
"false","true","true","true",172.0
"false","true","true","true",172.0
"false","true","true","true",172.0
"false","true","true","true",172.0
"false","true","true","true",172.0
"false","true","true","true",172.0
"false","true","true","true",172.0
"false","true","true","true",172.0
"true","false","true","true",172.0
"false","true","true","true",172.0
"false","true","true","true",172.0
"false","true","true","true",172.0
"false","true","true","true",173.0
"false","true","true","true",173.0
"false","true","true","true",173.0
"false","true","true","true",173.0
"false","true","true","true",173.0
"false","true","true","true",173.0
"false","true","true","true",173.0
"false","true","true","true",173.0
"false","true","true","true",173.0
"false","true","true","true",173.0
"false","true","true","true",173.0
"true","false","true","true",173.0
"false","true","true","true",173.0
"false","true","true","true",173.0
"false","true","true","true",173.0
"false","true","true","true",174.0
"false","true","true","true",174.0
"false","true","true","true",174.0
"false","true","true","true",174.0
"false","true","true","true",174.0
"false","true","true","true",174.0
"false","true","true","true",174.0
"false","true","true","true",174.0
"false","true","true","true",174.0
"false","true","true","true",174.0
"false","true","true","true",174.0
"true","false","true","true",174.0
"false","true","true","true",174.0
"false","true","true","true",174.0
"false","true","true","true",174.0
"false","true","true","true",175.0
"false","true","true","true",175.0
"false","true","true","true",175.0
"false","true","true","true",175.0
"false","true","true","true",175.0
"false","true","true","true",175.0
"false","true","true","true",175.0
"false","true","true","true",175.0
"false","true","true","true",175.0
"false","true","true","true",175.0
"false","true","true","true",175.0
"true","false","true","true",175.0
"false","true","true","true",175.0
"false","true","true","true",175.0
"false","true","true","true",175.0
"false","true","true","true",176.0
"false","true","true","true",176.0
"false","true","true","true",176.0
"false","true","true","true",176.0
"false","true","true","true",176.0
"false","true","true","true",176.0
"false","true","true","true",176.0
"false","true","true","true",176.0
"false","true","true","true",176.0
"false","true","true","true",176.0
"false","true","true","true",176.0
"true","false","true","true",176.0
"false","true","true","true",176.0
"false","true","true","true",176.0
"false","true","true","true",176.0
"false","true","true","true",177.0
"false","true","true","true",177.0
"false","true","true","true",177.0
"false","true","true","true",177.0
"false","true","true","true",177.0
"false","true","true","true",177.0
"false","true","true","true",177.0
"false","true","true","true",177.0
"false","true","true","true",177.0
"false","true","true","true",177.0
"false","true","true","true",177.0
"true","false","true","true",177.0
"false","true","true","true",177.0
"false","true","true","true",177.0
"false","true","true","true",177.0
"false","true","true","true",178.0
"false","true","true","true",178.0
"false","true","true","true",178.0
"false","true","true","true",178.0
"false","true","true","true",178.0
"false","true","true","true",178.0
"false","true","true","true",178.0
"false","true","true","true",178.0
"false","true","true","true",178.0
"false","true","true","true",178.0
"false","true","true","true",178.0
"true","false","true","true",178.0
"false","true","true","true",178.0
"false","true","true","true",178.0
"false","true","true","true",178.0
"false","true","true","true",179.0
"false","true","true","true",179.0
"false","true","true","true",179.0
"false","true","true","true",179.0
"false","true","true","true",179.0
"false","true","true","true",179.0
"false","true","true","true",179.0
"false","true","true","true",179.0
"false","true","true","true",179.0
"false","true","true","true",179.0
"false","true","true","true",179.0
"true","false","true","true",179.0
"false","true","true","true",179.0
"false","true","true","true",179.0
"false","true","true","true",179.0
"false","true","true","true",180.0
"false","true","true","true",180.0
"false","true","true","true",180.0
"false","true","true","true",180.0
"false","true","true","true",180.0
"false","true","true","true",180.0
"false","true","true","true",180.0
"false","true","true","true",180.0
"false","true","true","true",180.0
"false","true","true","true",180.0
"false","true","true","true",180.0
"true","false","true","true",180.0
"false","true","true","true",180.0
"false","true","true","true",180.0
"false","true","true","true",180.0
"false","true","true","true",181.0
"false","true","true","true",181.0
"false","true","true","true",181.0
"false","true","true","true",181.0
"false","true","true","true",181.0
"false","true","true","true",181.0
"false","true","true","true",181.0
"false","true","true","true",181.0
"false","true","true","true",181.0
"false","true","true","true",181.0
"false","true","true","true",181.0
"true","false","true","true",181.0
"false","true","true","true",181.0
"false","true","true","true",181.0
"false","true","true","true",181.0
"false","true","true","true",182.0
"false","true","true","true",182.0
"false","true","true","true",182.0
"false","true","true","true",182.0
"false","true","true","true",182.0
"false","true","true","true",182.0
"false","true","true","true",182.0
"false","true","true","true",182.0
"false","true","true","true",182.0
"false","true","true","true",182.0
"false","true","true","true",182.0
"true","false","true","true",182.0
"false","true","true","true",182.0
"false","true","true","true",182.0
"false","true","true","true",182.0
"false","true","true","true",183.0
"false","true","true","true",183.0
"false","true","true","true",183.0
"false","true","true","true",183.0
"false","true","true","true",183.0
"false","true","true","true",183.0
"false","true","true","true",183.0
"false","true","true","true",183.0
"false","true","true","true",183.0
"false","true","true","true",183.0
"false","true","true","true",183.0
"true","false","true","true",183.0
"false","true","true","true",183.0
"false","true","true","true",183.0
"false","true","true","true",183.0
"false","true","true","true",184.0
"false","true","true","true",184.0
"false","true","true","true",184.0
"false","true","true","true",184.0
"false","true","true","true",184.0
"false","true","true","true",184.0
"false","true","true","true",184.0
"false","true","true","true",184.0
"false","true","true","true",184.0
"false","true","true","true",184.0
"false","true","true","true",184.0
"true","false","true","true",184.0
"false","true","true","true",184.0
"false","true","true","true",184.0
"false","true","true","true",184.0
"false","true","true","true",185.0
"false","true","true","true",185.0
"false","true","true","true",185.0
"false","true","true","true",185.0
"false","true","true","true",185.0
"false","true","true","true",185.0
"false","true","true","true",185.0
"false","true","true","true",185.0
"false","true","true","true",185.0
"false","true","true","true",185.0
"false","true","true","true",185.0
"true","false","true","true",185.0
"false","true","true","true",185.0
"false","true","true","true",185.0
"false","true","true","true",185.0
"false","true","true","true",186.0
"false","true","true","true",186.0
"false","true","true","true",186.0
"false","true","true","true",186.0
"false","true","true","true",186.0
"false","true","true","true",186.0
"false","true","true","true",186.0
"false","true","true","true",186.0
"false","true","true","true",186.0
"false","true","true","true",186.0
"false","true","true","true",186.0
"true","false","true","true",186.0
"false","true","true","true",186.0
"false","true","true","true",186.0
"false","true","true","true",186.0
"false","true","true","true",187.0
"false","true","true","true",187.0
"false","true","true","true",187.0
"false","true","true","true",187.0
"false","true","true","true",187.0
"false","true","true","true",187.0
"false","true","true","true",187.0
"false","true","true","true",187.0
"false","true","true","true",187.0
"false","true","true","true",187.0
"false","true","true","true",187.0
"true","false","true","true",187.0
"false","true","true","true",187.0
"false","true","true","true",187.0
"false","true","true","true",187.0
"false","true","true","true",188.0
"false","true","true","true",188.0
"false","true","true","true",188.0
"false","true","true","true",188.0
"false","true","true","true",188.0
"false","true","true","true",188.0
"false","true","true","true",188.0
"false","true","true","true",188.0
"false","true","true","true",188.0
"false","true","true","true",188.0
"false","true","true","true",188.0
"true","false","true","true",188.0
"false","true","true","true",188.0
"false","true","true","true",188.0
"false","true","true","true",188.0
"false","true","true","true",189.0
"false","true","true","true",189.0
"false","true","true","true",189.0
"false","true","true","true",189.0
"false","true","true","true",189.0
"false","true","true","true",189.0
"false","true","true","true",189.0
"false","true","true","true",189.0
"false","true","true","true",189.0
"false","true","true","true",189.0
"false","true","true","true",189.0
"true","false","true","true",189.0
"false","true","true","true",189.0
"false","true","true","true",189.0
"false","true","true","true",189.0
"false","true","true","true",190.0
"false","true","true","true",190.0
"false","true","true","true",190.0
"false","true","true","true",190.0
"false","true","true","true",190.0
"false","true","true","true",190.0
"false","true","true","true",190.0
"false","true","true","true",190.0
"false","true","true","true",190.0
"false","true","true","true",190.0
"false","true","true","true",190.0
"true","false","true","true",190.0
"false","true","true","true",190.0
"false","true","true","true",190.0
"false","true","true","true",190.0
"false","true","true","true",191.0
"false","true","true","true",191.0
"false","true","true","true",191.0
"false","true","true","true",191.0
"false","true","true","true",191.0
"false","true","true","true",191.0
"false","true","true","true",191.0
"false","true","true","true",191.0
"false","true","true","true",191.0
"false","true","true","true",191.0
"false","true","true","true",191.0
"true","false","true","true",191.0
"false","true","true","true",191.0
"false","true","true","true",191.0
"false","true","true","true",191.0
"false","true","true","true",192.0
"false","true","true","true",192.0
"false","true","true","true",192.0
"false","true","true","true",192.0
"false","true","true","true",192.0
"false","true","true","true",192.0
"false","true","true","true",192.0
"false","true","true","true",192.0
"false","true","true","true",192.0
"false","true","true","true",192.0
"false","true","true","true",192.0
"true","false","true","true",192.0
"false","true","true","true",192.0
"false","true","true","true",192.0
"false","true","true","true",192.0
"false","true","true","true",193.0
"false","true","true","true",193.0
"false","true","true","true",193.0
"false","true","true","true",193.0
"false","true","true","true",193.0
"false","true","true","true",193.0
"false","true","true","true",193.0
"false","true","true","true",193.0
"false","true","true","true",193.0
"false","true","true","true",193.0
"false","true","true","true",193.0
"true","false","true","true",193.0
"false","true","true","true",193.0
"false","true","true","true",193.0
"false","true","true","true",193.0
"false","true","true","true",194.0
"false","true","true","true",194.0
"false","true","true","true",194.0
"false","true","true","true",194.0
"false","true","true","true",194.0
"false","true","true","true",194.0
"false","true","true","true",194.0
"false","true","true","true",194.0
"false","true","true","true",194.0
"false","true","true","true",194.0
"false","true","true","true",194.0
"true","false","true","true",194.0
"false","true","true","true",194.0
"false","true","true","true",194.0
"false","true","true","true",194.0
"false","true","true","true",195.0
"false","true","true","true",195.0
"false","true","true","true",195.0
"false","true","true","true",195.0
"false","true","true","true",195.0
"false","true","true","true",195.0
"false","true","true","true",195.0
"false","true","true","true",195.0
"false","true","true","true",195.0
"false","true","true","true",195.0
"false","true","true","true",195.0
"true","false","true","true",195.0
"false","true","true","true",195.0
"false","true","true","true",195.0
"false","true","true","true",195.0
"false","true","true","true",196.0
"false","true","true","true",196.0
"false","true","true","true",196.0
"false","true","true","true",196.0
"false","true","true","true",196.0
"false","true","true","true",196.0
"false","true","true","true",196.0
"false","true","true","true",196.0
"false","true","true","true",196.0
"false","true","true","true",196.0
"false","true","true","true",196.0
"true","false","true","true",196.0
"false","true","true","true",196.0
"false","true","true","true",196.0
"false","true","true","true",196.0
"false","true","true","true",197.0
"false","true","true","true",197.0
"false","true","true","true",197.0
"false","true","true","true",197.0
"false","true","true","true",197.0
"false","true","true","true",197.0
"false","true","true","true",197.0
"false","true","true","true",197.0
"false","true","true","true",197.0
"false","true","true","true",197.0
"false","true","true","true",197.0
"true","false","true","true",197.0
"false","true","true","true",197.0
"false","true","true","true",197.0
"false","true","true","true",197.0
"false","true","true","true",198.0
"false","true","true","true",198.0
"false","true","true","true",198.0
"false","true","true","true",198.0
"false","true","true","true",198.0
"false","true","true","true",198.0
"false","true","true","true",198.0
"false","true","true","true",198.0
"false","true","true","true",198.0
"false","true","true","true",198.0
"false","true","true","true",198.0
"true","false","true","true",198.0
"false","true","true","true",198.0
"false","true","true","true",198.0
"false","true","true","true",198.0
"false","true","true","true",199.0
"false","true","true","true",199.0
"false","true","true","true",199.0
"false","true","true","true",199.0
"false","true","true","true",199.0
"false","true","true","true",199.0
"false","true","true","true",199.0
"false","true","true","true",199.0
"false","true","true","true",199.0
"false","true","true","true",199.0
"false","true","true","true",199.0
"true","false","true","true",199.0
"false","true","true","true",199.0
"false","true","true","true",199.0
"false","true","true","true",199.0
"false","true","true","true",200.0
"false","true","true","true",200.0
"false","true","true","true",200.0
"false","true","true","true",200.0
"false","true","true","true",200.0
"false","true","true","true",200.0
"false","true","true","true",200.0
"false","true","true","true",200.0
"false","true","true","true",200.0
"false","true","true","true",200.0
"false","true","true","true",200.0
"true","false","true","true",200.0
"false","true","true","true",200.0
"false","true","true","true",200.0
"false","true","true","true",200.0
"false","true","true","true",201.0
"false","true","true","true",201.0
"false","true","true","true",201.0
"false","true","true","true",201.0
"false","true","true","true",201.0
"false","true","true","true",201.0
"false","true","true","true",201.0
"false","true","true","true",201.0
"false","true","true","true",201.0
"false","true","true","true",201.0
"false","true","true","true",201.0
"true","false","true","true",201.0
"false","true","true","true",201.0
"false","true","true","true",201.0
"false","true","true","true",201.0
"false","true","true","true",202.0
"false","true","true","true",202.0
"false","true","true","true",202.0
"false","true","true","true",202.0
"false","true","true","true",202.0
"false","true","true","true",202.0
"false","true","true","true",202.0
"false","true","true","true",202.0
"false","true","true","true",202.0
"false","true","true","true",202.0
"false","true","true","true",202.0
"true","false","true","true",202.0
"false","true","true","true",202.0
"false","true","true","true",202.0
"false","true","true","true",202.0
"false","true","true","true",203.0
"false","true","true","true",203.0
"false","true","true","true",203.0
"false","true","true","true",203.0
"false","true","true","true",203.0
